,make,model,priceUSD,year,condition,mileage(kilometers),fuel_type,volume(cm3),color,transmission,drive_unit,segment
13422,volkswagen,jetta,600,1985,with mileage,60481,petrol,1600,other,mechanics,front-wheel drive,C
13424,nissan,almera,1100,1998,with mileage,300,diesel,2000,green,mechanics,front-wheel drive,C
13426,peugeot,3008,16300,2016,with mileage,85005,diesel,1600,black,auto,front-wheel drive,C
13428,opel,kadett,600,1991,with mileage,300,petrol,1300,white,mechanics,front-wheel drive,C
13442,mazda,323,600,1987,with mileage,276000,diesel,1700,green,mechanics,front-wheel drive,C
13451,honda,civic,7990,2010,with mileage,194000,petrol,1300,white,auto,front-wheel drive,C
13452,fiat,brava,1141,1997,with mileage,200000,petrol,1400,blue,mechanics,front-wheel drive,C
13456,mazda,626,1550,1994,with mileage,350000,diesel,2000,blue,mechanics,front-wheel drive,C
13463,mazda,626,500,1988,with mileage,208000,petrol,2000,blue,mechanics,front-wheel drive,C
13464,volkswagen,golf,2749,1997,with mileage,249123,diesel,1900,black,mechanics,front-wheel drive,C
13465,mazda,3,5750,2008,with mileage,180000,petrol,1600,other,mechanics,front-wheel drive,C
13466,nissan,almera,1100,1998,with mileage,100000,petrol,1400,black,mechanics,front-wheel drive,C
13470,mazda,323,1200,1995,with mileage,339000,petrol,1500,blue,mechanics,,C
13474,opel,astra,3950,2002,with mileage,290000,diesel,2000,silver,mechanics,front-wheel drive,C
13475,peugeot,3008,8850,2012,with mileage,106000,petrol,1600,other,mechanics,front-wheel drive,C
13477,mazda,626,2500,1999,with mileage,459000,diesel,2000,silver,mechanics,front-wheel drive,C
13478,mazda,626,400,1987,with mileage,270000,petrol,2000,silver,mechanics,front-wheel drive,C
13479,volkswagen,bora,4500,2000,with mileage,340000,diesel,1900,silver,mechanics,front-wheel drive,C
13487,ford,escort,1000,1998,with mileage,170000,petrol,1600,green,mechanics,front-wheel drive,C
13491,volvo,s40,4300,2003,with mileage,255885.06,petrol,1900,silver,auto,,C
13502,volvo,v50,5800,2004,with mileage,325000,diesel,2000,gray,mechanics,front-wheel drive,C
13503,fiat,marea,2000,2000,with mileage,212000,diesel,1900,brown,mechanics,front-wheel drive,C
13509,skoda,octavia,7500,2009,with mileage,250000,petrol,1600,other,mechanics,front-wheel drive,C
13513,ford,focus,2450,2000,with mileage,434000,diesel,1800,blue,mechanics,front-wheel drive,C
13522,renault,megane,1300,1996,with mileage,240000,petrol,1600,other,mechanics,front-wheel drive,C
13524,mazda,3,6132,2008,with mileage,122000,petrol,1600,gray,mechanics,front-wheel drive,C
13526,renault,megane,7300,2011,with mileage,188000,diesel,1500,black,mechanics,front-wheel drive,C
13537,opel,astra,7800,2012,with mileage,183,petrol,1400,black,auto,front-wheel drive,C
13548,honda,civic,6200,2006,with mileage,208000,petrol,1400,gray,mechanics,front-wheel drive,C
13551,mazda,626,1150,1994,with mileage,489643,diesel,2000,black,mechanics,front-wheel drive,C
13556,opel,astra,3550,2000,with mileage,274168,petrol,1600,blue,mechanics,front-wheel drive,C
13559,renault,megane,2300,1999,with mileage,320000,petrol,1600,other,mechanics,front-wheel drive,C
13561,peugeot,3008,11999,2014,with mileage,89000,petrol,1600,brown,mechanics,front-wheel drive,C
13565,daewoo,nubira,700,2000,with mileage,250000,petrol,1600,black,auto,front-wheel drive,C
13572,volkswagen,jetta,550,1987,with mileage,3375826,petrol,1600,white,mechanics,front-wheel drive,C
13574,peugeot,308,5900,2011,with mileage,130000,petrol,1600,burgundy,mechanics,front-wheel drive,C
13575,volkswagen,jetta,700,1988,with mileage,1,petrol,1600,red,mechanics,,C
13578,nissan,almera,1950,2000,with mileage,265000,diesel,2200,silver,mechanics,front-wheel drive,C
13579,volvo,460,1600,1990,with mileage,277000,petrol,1700,white,mechanics,front-wheel drive,C
13582,opel,astra,8500,2012,with mileage,135000,petrol,1600,white,mechanics,front-wheel drive,C
13583,honda,civic,8100,2011,with mileage,225000,petrol,1300,other,auto,front-wheel drive,C
13590,mazda,3,9000,2012,with mileage,115000,petrol,2000,other,auto,front-wheel drive,C
13596,renault,19,570,1992,with mileage,1000,petrol,1721,burgundy,mechanics,front-wheel drive,C
13608,opel,astra,3400,2002,with mileage,276000,diesel,1700,silver,mechanics,front-wheel drive,C
13611,volkswagen,golf,2900,2000,with mileage,250000,petrol,1400,silver,mechanics,front-wheel drive,C
13614,peugeot,307,3600,2002,with mileage,390000,diesel,1400,black,mechanics,front-wheel drive,C
13616,citroen,c4,5650,2005,with mileage,325000,diesel,1600,red,mechanics,front-wheel drive,C
13621,peugeot,3008,9800,2012,with mileage,97000,petrol,1600,brown,auto,front-wheel drive,C
13624,volkswagen,golf-plus,7250,2007,with mileage,192032,petrol,1600,blue,mechanics,front-wheel drive,C
13637,ford,focus,5500,2010,with mileage,184000,petrol,1600,blue,mechanics,front-wheel drive,C
13643,renault,megane,9900,2015,with mileage,185000,diesel,1461,silver,mechanics,front-wheel drive,C
13652,renault,megane,4300,2005,with mileage,290000,petrol,1400,red,mechanics,front-wheel drive,C
13653,mazda,626,951,1995,with mileage,298000,petrol,1800,burgundy,mechanics,,C
13658,honda,civic,5800,2008,with mileage,115695,petrol,1400,blue,auto,front-wheel drive,C
13667,nissan,almera,3400,2003,with mileage,260000,petrol,1500,silver,mechanics,,C
13671,opel,astra,8200,2011,with mileage,178000,diesel,1300,black,mechanics,front-wheel drive,C
13673,toyota,auris,7700,2009,with mileage,125000,petrol,1800,red,mechanics,front-wheel drive,C
13675,chevrolet,cruze,11549,2017,with mileage,41453,petrol,1400,white,auto,front-wheel drive,C
13676,peugeot,5008,8999,2012,with mileage,237000,petrol,1600,black,mechanics,front-wheel drive,C
13678,nissan,almera,1400,1998,with mileage,375000,petrol,1400,blue,mechanics,front-wheel drive,C
13691,toyota,corolla,8000,2008,with mileage,198000,petrol,1600,red,mechanics,front-wheel drive,C
13693,volvo,460,350,1992,with mileage,170000,petrol,1700,blue,mechanics,front-wheel drive,C
13703,volkswagen,jetta,1000,1987,with mileage,333000,diesel,1600,red,mechanics,front-wheel drive,C
13706,fiat,marea,1350,1998,with mileage,294000,diesel,2400,black,mechanics,front-wheel drive,C
13709,peugeot,3008,8900,2009,with mileage,170000,diesel,1600,brown,mechanics,front-wheel drive,C
13710,peugeot,308,5600,2010,with mileage,108000,petrol,1600,red,auto,front-wheel drive,C
13711,mazda,626,350,1991,with mileage,360000,petrol,1796,gray,mechanics,front-wheel drive,C
13712,fiat,brava,1550,1998,with mileage,277000,petrol,1400,gray,mechanics,front-wheel drive,C
13714,peugeot,307,3950,2004,with mileage,245000,petrol,1600,silver,mechanics,front-wheel drive,C
13730,peugeot,306,2399,2000,with mileage,337000,diesel,2000,black,mechanics,front-wheel drive,C
13734,mazda,626,1901,1996,with mileage,300,petrol,2000,blue,mechanics,front-wheel drive,C
13735,peugeot,307,3700,2007,with mileage,170000,petrol,1600,black,auto,front-wheel drive,C
13736,peugeot,307,4000,2002,with mileage,270000,petrol,1600,blue,mechanics,front-wheel drive,C
13738,honda,civic,7500,2009,with mileage,199000,petrol,1300,blue,auto,front-wheel drive,C
13739,mazda,626,350,1989,with mileage,234444,diesel,2000,purple,mechanics,front-wheel drive,C
13755,hyundai,i30,9750,2016,with mileage,110000,petrol,1600,white,mechanics,front-wheel drive,C
13775,audi,a3,4999,2001,with mileage,431000,petrol,1600,blue,auto,front-wheel drive,C
13776,hyundai,i30,6500,2009,with mileage,91000,petrol,1600,black,mechanics,,C
13778,volvo,460,523,1993,with mileage,200000,petrol,1800,other,mechanics,,C
13780,opel,astra,9200,2012,with mileage,69000,petrol,1600,silver,auto,front-wheel drive,C
13783,mazda,323,1000,1998,with mileage,316000,petrol,1500,silver,mechanics,front-wheel drive,C
13785,renault,megane,3300,2004,with mileage,430000,diesel,1500,white,mechanics,front-wheel drive,C
13786,peugeot,306,700,1993,with mileage,350000,petrol,1400,black,mechanics,front-wheel drive,C
13787,renault,megane,1500,1996,with mileage,392585,diesel,1900,green,mechanics,rear drive,C
13789,honda,civic,6700,2008,with damage,157600,petrol,1500,white,auto,,C
13795,hyundai,i30,7770,2010,with mileage,122000,petrol,1600,silver,auto,front-wheel drive,C
13799,volkswagen,golf,3650,2002,with mileage,334000,petrol,1400,white,mechanics,front-wheel drive,C
13803,volkswagen,golf,5500,2007,with mileage,153000,petrol,1400,blue,mechanics,front-wheel drive,C
13804,peugeot,307,3900,2002,with mileage,200000,petrol,1600,silver,auto,,C
13809,mazda,626,523,1990,with mileage,1000000,diesel,2000,white,mechanics,front-wheel drive,C
13816,mazda,323f,556,1993,with mileage,353604,petrol,1600,green,mechanics,front-wheel drive,C
13818,renault,19,200,1994,for parts,280000,petrol,1800,gray,mechanics,front-wheel drive,C
13819,opel,astra,2250,1999,with mileage,250000,diesel,2000,white,mechanics,front-wheel drive,C
13821,ford,escort,600,1995,for parts,400000,petrol,1600,silver,mechanics,front-wheel drive,C
13822,kia,ceed,8100,2012,with mileage,100000,petrol,1400,red,mechanics,front-wheel drive,C
13831,mitsubishi,lancer,2150,2005,with mileage,200000,petrol,1800,silver,mechanics,front-wheel drive,C
13834,opel,astra,3400,2000,with mileage,290000,petrol,1700,blue,mechanics,front-wheel drive,C
13835,opel,astra,3000,2002,with mileage,255000,petrol,2200,silver,mechanics,front-wheel drive,C
13836,volkswagen,golf,1750,1994,with mileage,196000,petrol,1600,blue,mechanics,front-wheel drive,C
13838,toyota,corolla,5100,2003,with mileage,268000,petrol,1600,silver,auto,front-wheel drive,C
13849,ford,escort,700,1994,with mileage,350,diesel,1600,white,mechanics,front-wheel drive,C
13864,opel,astra,4500,2008,with mileage,200000,petrol,1600,red,mechanics,front-wheel drive,C
13872,volvo,440,650,1996,with mileage,297000,petrol,1800,green,mechanics,front-wheel drive,C
13878,volkswagen,golf,5350,2008,with mileage,189000,petrol,2000,red,auto,front-wheel drive,C
13879,opel,astra,8300,2012,with mileage,68000,petrol,1800,blue,mechanics,front-wheel drive,C
13889,toyota,auris,6899,2009,with mileage,151000,petrol,1400,red,mechanics,front-wheel drive,C
13897,volvo,s40,6500,2004,with mileage,250000,petrol,2400,silver,auto,front-wheel drive,C
13900,volkswagen,golf,2000,2008,for parts,50000,petrol,1600,silver,mechanics,front-wheel drive,C
13910,ford,escort,1500,1997,for parts,325000,diesel,1800,blue,mechanics,front-wheel drive,C
13918,opel,astra,7850,2011,with mileage,200123,diesel,1300,blue,mechanics,front-wheel drive,C
13919,chevrolet,cruze,9950,2015,with mileage,110000,petrol,1400,black,auto,front-wheel drive,C
13924,renault,19,450,1994,with mileage,228000,petrol,1400,burgundy,mechanics,front-wheel drive,C
13940,honda,civic,6650,2008,with mileage,150000,petrol,1800,blue,auto,,C
13949,mazda,626,1000,1998,with mileage,300000,petrol,1800,white,mechanics,front-wheel drive,C
13959,nissan,bluebird,428,1988,with mileage,330000,petrol,2000,gray,mechanics,front-wheel drive,C
13963,volkswagen,golf,2100,1993,with mileage,296000,petrol,1600,blue,mechanics,front-wheel drive,C
13964,mitsubishi,lancer,900,1995,with mileage,280000,petrol,1600,silver,mechanics,front-wheel drive,C
13965,volvo,s40,2050,1998,with mileage,442000,petrol,1800,blue,mechanics,front-wheel drive,C
13966,renault,megane,5700,2009,with mileage,240000,diesel,1500,black,mechanics,front-wheel drive,C
13969,mazda,3,7500,2009,with mileage,207604.86,petrol,2000,gray,auto,front-wheel drive,C
13974,ford,focus,2800,2006,with mileage,180000,petrol,2000,blue,mechanics,front-wheel drive,C
13977,peugeot,308,11150,2015,with mileage,176000,diesel,1600,other,mechanics,front-wheel drive,C
13984,peugeot,307,4200,2001,with mileage,380000,diesel,1400,silver,mechanics,front-wheel drive,C
13987,citroen,c4-grand-picasso,8999,2012,with mileage,122000,petrol,1600,brown,auto,front-wheel drive,C
14004,peugeot,306,800,1996,with mileage,250000,petrol,1400,blue,mechanics,front-wheel drive,C
14005,volkswagen,golf,3200,1992,with mileage,54000,petrol,1800,blue,mechanics,front-wheel drive,C
14007,fiat,brava,1300,1996,with mileage,21000,petrol,1800,blue,mechanics,front-wheel drive,C
14012,volkswagen,golf,5600,2003,with mileage,305,diesel,1900,blue,mechanics,front-wheel drive,C
14014,toyota,corolla,7000,2008,with mileage,250000,petrol,1400,silver,mechanics,front-wheel drive,C
14022,volkswagen,golf,618,1991,with mileage,300000,petrol,1300,red,mechanics,front-wheel drive,C
14027,opel,kadett,700,1991,with mileage,1000,petrol,1600,red,mechanics,front-wheel drive,C
14033,citroen,xsara-picasso,4300,2003,with mileage,177650,petrol,2000,blue,auto,front-wheel drive,C
14036,daewoo,nubira,2200,2000,with mileage,37000,petrol,2000,blue,mechanics,front-wheel drive,C
14052,honda,civic,5650,2008,with mileage,195000,petrol,1300,gray,auto,front-wheel drive,C
14057,peugeot,308,5500,2010,with mileage,170000,petrol,1600,blue,auto,front-wheel drive,C
14074,mazda,323f,1720,1996,with mileage,323000,petrol,1500,green,mechanics,front-wheel drive,C
14075,opel,astra,3200,2003,with mileage,284500,diesel,2200,silver,mechanics,front-wheel drive,C
14085,opel,astra,11725,2016,with mileage,165000,petrol,1000,blue,mechanics,front-wheel drive,C
14088,alfa-romeo,146,2000,1997,with mileage,309,petrol,1400,burgundy,mechanics,front-wheel drive,C
14105,mazda,626,1800,1999,with mileage,475000,diesel,2000,blue,mechanics,front-wheel drive,C
14106,mitsubishi,lancer,1100,1995,with mileage,200000,petrol,1300,burgundy,mechanics,front-wheel drive,C
14107,mazda,323f,900,2000,with mileage,230000,diesel,2000,blue,mechanics,front-wheel drive,C
14108,seat,toledo,832,1995,with mileage,200000,petrol,1800,yellow,mechanics,front-wheel drive,C
14110,volkswagen,golf,2300,1997,with mileage,288000,petrol,1600,black,mechanics,front-wheel drive,C
14114,peugeot,3008,6800,2011,with mileage,125000,petrol,1600,blue,mechanics,front-wheel drive,C
14115,volkswagen,jetta,713,1989,with mileage,350000,petrol,1800,other,mechanics,front-wheel drive,C
14120,toyota,corolla,7850,2008,with mileage,145000,petrol,1600,silver,mechanics,front-wheel drive,C
14128,volvo,460,750,1993,with mileage,300000,petrol,2000,gray,mechanics,front-wheel drive,C
14134,volvo,440,1700,1995,with mileage,210000,petrol,1800,blue,mechanics,front-wheel drive,C
14136,volkswagen,jetta,880,1991,with mileage,456388,petrol,1800,silver,mechanics,front-wheel drive,C
14139,peugeot,308,7300,2012,with mileage,99980,petrol,1600,black,mechanics,front-wheel drive,C
14149,renault,megane,3700,2004,with mileage,228000,petrol,1400,blue,mechanics,front-wheel drive,C
14150,chevrolet,lacetti,3690,2007,with mileage,153000,petrol,1400,other,mechanics,front-wheel drive,C
14162,volkswagen,golf,7500,2011,with mileage,120000,petrol,1400,blue,auto,front-wheel drive,C
14169,opel,astra,6900,2009,with mileage,160000,petrol,1800,blue,auto,front-wheel drive,C
14178,skoda,octavia,9507,2013,with mileage,160000,petrol,1400,brown,mechanics,,C
14185,volkswagen,jetta,1000,1987,with mileage,350000,petrol,1300,blue,mechanics,front-wheel drive,C
14190,chevrolet,cruze,10000,2014,with mileage,98000,petrol,1400,black,auto,front-wheel drive,C
14191,volkswagen,jetta,3599,1999,with mileage,235000,petrol,2000,black,mechanics,front-wheel drive,C
14198,renault,megane,4100,2005,with mileage,380000,diesel,1461,red,mechanics,front-wheel drive,C
14199,peugeot,307,3050,2002,with mileage,215000,petrol,1600,blue,mechanics,front-wheel drive,C
14209,volkswagen,golf,500,1988,with mileage,370000,petrol,1300,blue,mechanics,front-wheel drive,C
14223,volkswagen,golf,1650,1996,with mileage,230000,diesel,1900,silver,mechanics,front-wheel drive,C
14229,toyota,auris,6700,2008,with mileage,134000,petrol,1600,blue,mechanics,,C
14245,renault,megane,7000,2011,with mileage,147000,petrol,1600,other,auto,front-wheel drive,C
14263,hyundai,i30,5900,2007,with mileage,120000,petrol,1400,red,mechanics,front-wheel drive,C
14271,peugeot,306,800,1994,with mileage,375900,petrol,1400,green,mechanics,front-wheel drive,C
14272,mitsubishi,lancer,6900,2008,with mileage,140000,petrol,1500,silver,mechanics,front-wheel drive,C
14283,mazda,323f,1900,1999,with mileage,500000,diesel,2000,silver,mechanics,front-wheel drive,C
14285,peugeot,308,5000,2008,with mileage,140000,petrol,1600,gray,auto,front-wheel drive,C
14292,volvo,v50,5800,2004,with mileage,248000,petrol,2400,gray,auto,front-wheel drive,C
14298,mazda,323f,1800,1996,with mileage,282000,petrol,1500,green,mechanics,front-wheel drive,C
14302,nissan,almera,2600,2000,with mileage,360000,diesel,2200,silver,mechanics,front-wheel drive,C
14304,hyundai,lantra,1150,1997,with mileage,360000,petrol,1600,silver,mechanics,front-wheel drive,C
14308,opel,astra,3500,1999,with mileage,350000,diesel,1700,green,mechanics,front-wheel drive,C
14316,fiat,brava,1500,1999,with mileage,284000,petrol,1600,blue,mechanics,front-wheel drive,C
14328,volkswagen,golf,7000,2010,with mileage,145000,petrol,1200,blue,mechanics,front-wheel drive,C
14330,citroen,c4-grand-picasso,7100,2009,with mileage,230000,petrol,1600,gray,auto,front-wheel drive,C
14338,peugeot,307,4500,2003,with mileage,280000,diesel,2000,silver,mechanics,front-wheel drive,C
14339,volkswagen,golf,2200,2004,with mileage,180,petrol,1800,white,mechanics,front-wheel drive,C
14349,opel,astra,8300,2011,with mileage,230,petrol,1400,silver,mechanics,front-wheel drive,C
14354,opel,astra,8900,2011,with mileage,126000,petrol,1600,black,auto,front-wheel drive,C
14357,skoda,octavia,8000,2010,with mileage,140000,petrol,1800,other,mechanics,front-wheel drive,C
